ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
165106,Amazon in deal to stream classic HBO shows,https://www.bostonglobe.com/business/2014/04/23/amazon-deal-stream-classic-hbo-shows/02XBXeZm7sXBkvBR74EGNO/story.html,Boston Globe,e,dtPJ_yEJyP562VM8mO1A1iNWktFJM,www.bostonglobe.com,1398469293269
163313,Another first for Satya: Microsoft CEO will make case to Wall Street on earnings call,http://www.geekwire.com/2014/satyas-next-challenge-microsoft-ceo-will-make-case-wall-street-earnings-call/,GeekWire,b,dVuKdN2nhOdqbbMhRwfYynhlssl1M,www.geekwire.com,1398457954764
6871,Lady Gaga Confirmed as Keynote Speaker at SXSW Music 2014,http://www.mxdwn.com/2014/03/10/news/lady-gaga-confirmed-as-keynote-speaker-at-sxsw-music-2014/,mxdwn.com,e,dklmKZTnFlHG1CMpmxy3lgzNaa5pM,www.mxdwn.com,1394606927674
395277,At the pump,http://www.northwestsignal.net/news/local/article_30416ec7-24ea-5e6e-8725-a7247f984c48.html,Napoleon Northwest Signal,t,d-V3cBIf2yyZpCMKLX_poh5aHQ3nM,www.northwestsignal.net,1406650509086
93705,Peaches Geldof: Postmortem into presenter & model's tragic death to be held  ...,http://www.dailyrecord.co.uk/entertainment/celebrity/peaches-geldof-postmortem-presenter--3388226,Scottish Daily Record,e,dVcLyu7MZ2lvOuM8psiqi0ay7A2GM,www.dailyrecord.co.uk,1396997398252
151644,Country Hall of Fame inductees announced,http://www.marshfieldnewsherald.com/usatoday/article/8006107,Marshfield News-Herald,e,dNLndc8dXPIwSkMCkxy-1SDFi46mM,www.marshfieldnewsherald.com,1398231601649
380190,Cable lobbyist wants net neutrality killed since we aren't in 'drastic times',http://www.androidauthority.com/cable-lobbyist-wants-net-neutrality-killed-since-arent-drastic-times-404578/,Android Authority,t,d9RciETu5qyJHHMuRQ885PMkBSGvM,www.androidauthority.com,1405485520718
369796,"Justin Bieber, Carly Rae Jepsen and Ed Sheeran attend Scooter Braun's  ...",http://thecelebritycafe.com/feature/2014/07/justin-bieber-carly-rae-jepsen-and-ed-sheeran-attend-scooter-brauns-wedding-canada,TheCelebrityCafe.com,e,dA0oc_o4rQ9vSxMxyD9bitDfwBujM,thecelebritycafe.com,1404841037277
376443,Brain Research Program Seeks to Restore Memory,http://www.healthdatamanagement.com/news/brain-research-program-seeks-to-restore-memory-48387-1.html,Health Data Management,m,d09uzm5xNOO3EYMRIf2vxNqLeCMMM,www.healthdatamanagement.com,1404984881465
100461,Not again! Why spring allergies could be (even) worse this year,http://www.today.com/health/not-again-why-spring-allergies-could-be-even-worse-year-2D79514437,Today.com,m,d0KyvrpUXPQ3XmM2hROHmzFBbj99M,www.today.com,1397247382947
349038,Gas Prices Hit Six Year High,http://www.mychamplainvalley.com/story/d/story/gas-prices-hit-six-year-high/83962/T9tHr0zJsEWCmlSljhm8PA,My Champlain Valley FOX44 \& ABC22,b,dGp2UJOLsC2pnvMzfNuy_I6EDFBsM,www.mychamplainvalley.com,1404378242209
91707,Japan drugmaker Takeda says will fight USD 6.0 bn US damages order,http://www.focus-fen.net/news/2014/04/08/332414/japan-drugmaker-takeda-says-will-fight-usd-60-bn-us-damages-order.html,Focus News,b,dK4wGlLY7K7-wHM7ii2yabgT7uxOM,www.focus-fen.net,1396988821963
178299,Game of Thrones Season 4 Spoilers: Tommen is Crowned; Lysa Reveals Truth  ...,http://www.ibtimes.co.in/articles/551109/20140505/game-thrones-season-4-spoilers-lysa-littlefinger.htm,"International Business Times, India Edition",e,dvRWWlMhZECbzfMzzb8eP5T1tEbTM,www.ibtimes.co.in,1399316875537
357131,"Forex - Euro falls to 1-week lows vs dollar after NFP, ECB",http://www.nasdaq.com/article/forex-euro-falls-to-1-week-lows-vs-dollar-after-nfp-ecb-cm367478,NASDAQ,b,d4CAA3sZwGJo-lMLgwwsVuqKsBvVM,www.nasdaq.com,1404520717909
62749,'American Horror Story' Season 4: Michael Chiklis Joins Cast,http://www.thewrap.com/american-horror-story-season-4-michael-chiklis-joins-cast/,TheWrap,e,d5Dv9J5ow26tYBMHE-pTIF965LfbM,www.thewrap.com,1396078199826
155976,Why the Housing Market Has Slowed,http://blogs.wsj.com/economics/2014/04/23/why-the-housing-market-has-slowed/,Wall Street Journal \(blog\),b,dYIVqKGQ17jaALMi_dW8IW1TBkUKM,blogs.wsj.com,1398335815803
244646,Researchers Develop Small Dialysis Machine for Newborns with Kidney Injuries,http://www.natureworldnews.com/articles/7206/20140523/researchers-develop-small-dialysis-machine-newborns-kidney-injuries.htm,Nature World News,m,dcKM3MNltSaTX2MYt4IVUKwQ85rdM,www.natureworldnews.com,1400884218348
267015,"Earnings Scheduled For June 2, 2014",http://www.benzinga.com/news/earnings/14/06/4600003/earnings-scheduled-for-june-2-2014,Benzinga,b,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM,www.benzinga.com,1401799338063
53607,Justin Bieber Finally 'Done With Tats' For A While After Epic Tattoo Spree,http://www.inquisitr.com/1186264/justin-bieber-done-with-tats-for-while-after-tattoo/,The Inquisitr,e,dr1DG6a8-xbcDsMFN2bA1PDfNWgSM,www.inquisitr.com,1395961350130
66348,US close: Stocks rise but pare gains after mixed data,http://www.ifamagazine.com/news/us-close-stocks-rise-but-pare-gains-after-mixed-data-295971,IFA Magazine,b,dKDK-E6j9FDoqZMdxe-87uwxMq2HM,www.ifamagazine.com,1396179386078
145511,Country Singer And Cancer Survivor Kevin Sharp Dead At 43,http://www.fashionnstyle.com/articles/18713/20140421/country-singer-kevin-sharp-dead-43.htm,Fashion \& Style,e,dHnTq0w6qhI9-AMD2Yn9DUD7pzzjM,www.fashionnstyle.com,1398111453792
404519,Lady Gaga And Tony Bennett Announce Their Jazz Album,http://www.mtv.com/news/1882072/lady-gaga-tony-bennett-jazz-album/,MTV.com,e,dSs9yX7R9OUm1JMIC24TKXvLIsRhM,www.mtv.com,1406802995602
119074,"Billy Bob Thornton talks 'Fargo,' 'Entourage,' and why he'll never direct again",http://insidetv.ew.com/2014/04/15/fargo-billy-bob-thornton/,Entertainment Weekly \(blog\),e,d7mUPlTifRcucJMncJXQUwulbQTmM,insidetv.ew.com,1397590720786
144368,Lindsay Lohan Says She Had a Miscarriage While Filming 'Lindsay',http://www.aceshowbiz.com/news/view/00070266.html,AceShowbiz,e,dVPf9tXlTMZrhCMAfA6rUoPeiwL_M,www.aceshowbiz.com,1398061492206
