ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP,URL_KEYWORDS
30946,download free calling apps get touch loved one,http://culturemob.com/download-free-calling-apps-touch-loved,CultureMob \(blog\),t,dpU1iynEWxvJw4M1RBzjqA33AraIM,culturemob.com,1395511810697,culturemob
70830,encana corp selling wyoming gas rich jonah field affiliate tpg capital,http://www.tribtown.com/view/story/f1f15b4ce7204a0bade48d700e7e372e/WY--Encana-Jonah-Field,The Tribune,b,dV-6II6KMf8kCCMpdCYkRiEx_PitM,www.tribtown.com,1396285337872,tribtown
148265,game throne scene say rape culture,http://thinkprogress.org/culture/2014/04/21/3429107/game-of-thrones-rape/,ThinkProgress,e,dhzAs5s-YQrUmeMyyPYJLV_U_D1CM,thinkprogress.org,1398170701087,thinkprogress
178991,bryan singer gary goddard receive another teen sex assault lawsuit,http://timesofindia.indiatimes.com/Entertainment/English/Hollywood/News-Interviews/Bryan-Singer-Gary-Goddard-receive-another-teen-sex-assault-lawsuit/articleshow/34687742.cms,Times of India,e,dvDUivIP8n_-CCM29TXqiplDWcr_M,timesofindia.indiatimes.com,1399321138790,timesofindia indiatimes
165362,critical mass woman,http://insidemovies.ew.com/2014/04/25/the-other-woman-reviews/,Entertainment Weekly \(blog\),e,dplkIrerx7tCqVMEvSiyZW0qXKMeM,insidemovies.ew.com,1398470308567,insidemovies ew
355095,brook decision lose lose resident concert goer,http://www.irishtimes.com/news/ireland/irish-news/brooks-decision-a-lose-lose-for-residents-and-concert-goers-1.1854364,Irish Times,e,d1Dj9sY_RfZnbQMfA_FmvevUqIcGM,www.irishtimes.com,1404466307950,irishtimes
396607,kim kardashian kissed stepbrother brandon jenner,http://www.360nobs.com/2014/07/kim-kardashian-kissed-stepbrother-brandon-jenner/,360Nobs.com,e,dSC3hbedbM3p94MTzafnxW4hr5DLM,www.360nobs.com,1406659121136,360nobs
312417,nokia fourth android phone dual sim 99,http://www.engadget.com/2014/06/24/nokias-third-android-phone-does-dual-sim-for-just-99/,Engadget,t,dThaZFTP4qVpNIMiIwbdbLTXBh9sM,www.engadget.com,1403643144470,engadget
281254,breaking news andrew rannells replace neil patrick harris hedwig,http://www.broadwayworld.com/article/Breaking-News-Andrew-Rannells-to-Replace-Neil-Patrick-Harris-in-HEDWIG-AND-THE-ANGRY-INCH-on-Broadway-20140612,Broadway World,e,dV5Tqv7Xoj-aHpMQAh1-iAj4nL3IM,www.broadwayworld.com,1402689109101,broadwayworld
175122,amal played hard get george,http://www.themalaymailonline.com/showbiz/article/amal-played-hard-to-get-with-george,The Malay Mail Online,e,dVkgUODjqlM_u1MBgElA-bC8oI3wM,www.themalaymailonline.com,1398877348232,themalaymailonline
85541,star war episode vii already filming,http://www.worstpreviews.com/headline.php\?id=30875,WorstPreviews.com,e,dgT6Sh3vXmLzwUMfXmqNR6PMXP4MM,www.worstpreviews.com,1396876968028,worstpreviews
219134,first ever namiwalk alabama raise 55000 increase awareness mental,http://blog.al.com/live/2014/05/first-ever_namiwalk_in_alabama.html,The Huntsville Times - al.com \(blog\),m,ddW8Dtthgwcxv9MCB1eMG0JUxdosM,blog.al.com,1400461279208,blog al
15563,menino prepared fight cancer diagnosis,http://www.myfoxboston.com/story/24992185/2014/03/17/menino-prepared-to-fight-after-cancer-diagnosis,My Fox Boston,m,dI6VAmR4zbqITLMpCNYvKFWEuRPrM,www.myfoxboston.com,1395066905851,myfoxboston
11009,american idol 2014 review top 11 sings song cinema mk,http://au.ibtimes.com/articles/543023/20140313/american-idol-2014-top-11-songs-malaya.htm,International Business Times AU,e,d9ecp84FNp_P6KM0BSkV612nmpH3M,au.ibtimes.com,1394718355787,au ibtimes
28545,kellogg company named world ethical company,http://www.sys-con.com/node/3021533,SYS-CON Media \(press release\),b,dUaEokngcYpRjOM-BT2sXvgqCvd7M,www.sys-con.com,1395501802501,sys con
193948,watch sephora 3d printing makeup real,http://mindofthegeek.com/2014/05/08/watch-out-sephora-3d-printing-for-makeup-is-real/,Mind Of The Geek,t,d7shske7gdIQYvMQ2vPc3Cw6PcU3M,mindofthegeek.com,1399567985610,mindofthegeek
145845,game throne rape problem,http://www.newser.com/story/185670/game-of-thrones-has-a-rape-problem.html,Newser,e,ddpbTorg6TOVRaMAvZcKqf2bVSU_M,www.newser.com,1398113323106,newser
95281,epidural electrical stimulation allows 4 paraplegic men voluntarily move,http://www.science20.com/news_articles/epidural_electrical_stimulation_allows_4_paraplegic_men_to_voluntarily_move_their_legs-133668,Science 2.0,m,dk04ETxyzqcsi-M3JJcJAIqJVanSM,www.science20.com,1397003125319,science20
130395,godard 3 feature one cannes offering anticipate,"http://www.chicagotribune.com/entertainment/movies/ct-talking-pictures-cannes-lineup-20140417,0,331133.column",Chicago Tribune,e,dUoA8cGKI_9rzIM_oLwMUIoMlF-SM,www.chicagotribune.com,1397774971981,chicagotribune
78873,game throne star peter dinklage say producer threw away phone,http://www.mirror.co.uk/tv/tv-news/game-thrones-star-peter-dinklage-3321798,Mirror.co.uk,e,dmgyrVRYka8FMPMAu76DBT7W1y3xM,www.mirror.co.uk,1396380648349,mirror co
321523,illicit drug kill 200000 every year say un,http://www.khaleejtimes.com/kt-article-display-1.asp\?xfile=data/international/2014/June/international_June707.xml&amp;section=international,Khaleej Times,m,dxZKwKQCnGyBuvMiFSLUu_niEZkJM,www.khaleejtimes.com,1403806069285,khaleejtimes
376196,producer defends britney spear talent,https://au.news.yahoo.com/entertainment/a/24427071/producer-defends-britney-spears-talent/,Yahoo\!7 News,e,dbm6r9kh5H4eS5MQ_8MhAZJy6GCEM,au.news.yahoo.com,1404983347108,au news yahoo
298507,world top electric car maker keen collaborate,http://www.channelnewsasia.com/news/business/world-s-top-electric-car/1165880.html,Channel News Asia,t,djVweC4zOObsmoM7kMrFDiAZAOZVM,www.channelnewsasia.com,1403075946790,channelnewsasia
88117,astronomical event 2014 watch biggest brightest mar april 8,http://au.ibtimes.com/articles/547079/20140408/astronomical-events-2014-mars-april-8-14.htm,International Business Times AU,t,d_RjMZ87wpmFZbMAhsNRTkcCQY_xM,au.ibtimes.com,1396932365344,au ibtimes
199786,eating fruit vegetable reduces stroke risk exercising reduces diabetes,http://www.express.co.uk/news/health/474854/Eating-fruit-and-vegetables-reduces-stroke-risk-exercising-reduces-diabetes,Express.co.uk,m,dqHYbozO1YmbihM5ZlIwdYnNXVOiM,www.express.co.uk,1399642469585,express co
263819,euro hit 3 month low sterling fall,http://www.cnbc.com/id/101708342,CNBC.com,b,dstMYX5TPmpOkUM8aMg0Q-mfPeioM,www.cnbc.com,1401354114628,cnbc
35971,birdlike dinosaur discovered,http://www.thedailystar.net/backpage/new-birdlike-dinosaur-discovered-16552,The Daily Star,t,doqNfAzdh38kViMbBJcGdfxw1ckLM,www.thedailystar.net,1395622975325,thedailystar
238124,best buy survives thrive,http://seekingalpha.com/article/2233013-best-buy-survives-doesnt-thrive\?source=google_news,Seeking Alpha,b,dGroWivavyAsyFMwIf33ISfVWrmLM,seekingalpha.com,1400815183241,seekingalpha
345010,video google add musical chop songza deal,http://www.tele-management.ca/2014/07/video-google-adds-more-musical-chops-with-songza-deal/,Telemanagement,t,dhbFGx6Jdl7f2HMjJFAG7Ld1jqo7M,www.tele-management.ca,1404311900141,tele management
337329,nicki minaj throw major shade iggy azalea 2014 bet award video,http://www.wetpaint.com/nicki-minaj/articles/2014-06-30-bet-awards-shade-iggy-azalea,Wetpaint,e,dXmi1stqVMIkBRMBNSG99GmsJnjnM,www.wetpaint.com,1404167407235,wetpaint
6275,divergent star shailene woodley reveals advice got jennifer,http://www.dailymail.co.uk/tvshowbiz/article-2577208/Divergent-star-Shailene-Woodley-reveals-advice-got-Jennifer-Lawrence.html,Daily Mail,e,ddfEq1wKc7iCzGMvYSy_ekodamTeM,www.dailymail.co.uk,1394598713258,dailymail co
101117,u stock future suggest weak opening thursday rout day move,http://www.ibtimes.com/us-stock-futures-suggest-weak-opening-after-thursdays-rout-days-moves-could-be-influenced-1570460,International Business Times,b,dDtTmiUm0P1qeMMK8D7BMIAgeWToM,www.ibtimes.com,1397287859985,ibtimes
165118,amazon hbo reach deal,http://fansided.com/2014/04/23/amazon-hbo-reach-deal/,FanSided,e,dtPJ_yEJyP562VM8mO1A1iNWktFJM,fansided.com,1398469296588,fansided
343023,manziel hanging bieber,http://www.enidnews.com/sportslocal/x611400150/Manziel-hanging-with-Bieber,Enid News \& Eagle,e,dof7ZNnCEgWuJpMbCVy0vUi_G4XOM,www.enidnews.com,1404256523667,enidnews
42878,john green paper town getting movie,http://www.vulture.com/2014/03/john-greens-paper-towns-is-getting-a-movie.html,Vulture,e,dC8qDIO39HHZ54MTKSakHAsm_49ZM,www.vulture.com,1395777597403,vulture
158403,black youth must unify get educated hiv aid,http://www.washingtonblade.com/2014/04/23/black-youth-must-unify-get-educated-hivaids/,Washington Blade,m,dxFrDgQawxbLEWM_2IhQhXNfN23sM,www.washingtonblade.com,1398348862346,washingtonblade
363659,breaking news jessica simpson eric johnson tie knot,http://www.x17online.com/2014/07/jessica_simpson_eric_johnson_wedding_married_santa_barbara_photos_070514,X17 Online,e,d0SpyDazKjniBFMJ5oGEaDQQpbDTM,www.x17online.com,1404702942470,x17online
298454,tesla gull winged model x go production early 2015,http://www.techtree.com/content/news/6531/teslas-gull-winged-model-x-will-production-early-2015.html,Techtree.com,t,djVweC4zOObsmoM7kMrFDiAZAOZVM,www.techtree.com,1403075930604,techtree
227170,u telecom giant 35 3bn deal buy satellite provider directv,http://www.irishtimes.com/news/world/us/us-telecoms-giant-at-t-in-35-3bn-deal-to-buy-satellite-provider-directv-1.1801899,Irish Times,t,dVKMSZMLATiLKpM5kLkclxzxZebVM,www.irishtimes.com,1400641002924,irishtimes
138508,coachella music general move beat digital youth,http://www.columbiatribune.com/arts_life/after_hours/coachella-music-in-general-move-to-beat-of-digital-youth/article_5b79f5d8-c651-11e3-afc6-10604b9f7e7c.html,Columbia Daily Tribune,e,dc7HgVeRIq6TciMVMxSNZRRe1fpfM,www.columbiatribune.com,1397898227844,columbiatribune
392729,obama administration open eastern seaboard oil drilling survey,http://thinkprogress.org/climate/2014/07/18/3461738/eastern-seaboard-open-to-oil-drilling-surveys/\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+climateprogress%2FlCrX+(Climate+Progress),ThinkProgress,t,dsgkgH13ssOR_nM0wO-7SHtn9fTVM,thinkprogress.org,1405713503493,thinkprogress
141670,document gm delayed recall despite many complaint,http://www.timesargus.com/article/20140420/THISJUSTIN/704209966,Barre Montpelier Times Argus,t,dxTof4nPp_D1VjMSG3aIKhIfsNERM,www.timesargus.com,1398002038657,timesargus
9809,mass gas price another 4 cent per gallon,http://www.telegram.com/article/20140310/NEWS/303109884/1002/business,Worcester Telegram,t,dxxARclFU71Fo5MZ9LaO0R8qNBRxM,www.telegram.com,1394713966241,telegram
45080,htc one name different device inside,http://www.alaskadispatch.com/article/20140325/htc-one-same-name-different-device-inside-and-out,Alaska Dispatch,t,d66XwRjxSJfsCyMklG8EsmZgf5mpM,www.alaskadispatch.com,1395828951188,alaskadispatch
173111,kylie jenner hook justin bieber,http://www.wetpaint.com/kylie-jenner/articles/2014-04-24-kylie-jenner-justin-bieber-hookup,Wetpaint,e,dFXtL6lz5yh_I9MX3a4zodKcvkSiM,www.wetpaint.com,1398856118409,wetpaint
129807,rapper worked wu tang clan cut penis jump,http://www.entertainmentwise.com/news/146891/Rapper-Who-Worked-With-Wu-Tang-Clan-Cuts-Off-Penis-And-Jumps-From-Building-In-Apparent-Suicide-Attempt-Report,Entertainmentwise,e,dOA99AYk7RESI8MuUgFgBFmXnPzXM,www.entertainmentwise.com,1397771187738,entertainmentwise
14781,mr peabody move 1,http://www.thespec.com/whatson-story/4415474--mr-peabody-moves-to-no-1/,Hamilton Spectator,e,dSQ--p73noJ_qUMw3cgYmRHfmL5sM,www.thespec.com,1395064413565,thespec
57434,type laptop battery pack may overheat,http://www.sootoday.com/content/news/details.asp\?c=70764,SooToday.com,t,dEA_7CvNGat5yHMB7QFbjwSjCGyaM,www.sootoday.com,1396015316450,sootoday
283307,samsung aim revitalize tablet line galaxy tab,http://www.dmwmedia.com/news/2014/06/13/samsung-aims-to-revitalize-its-tablet-line-with-the-new-galaxy-tab-s,Digital Media Wire,t,dOTFcw2yExGfNkMTz2WI8ualbGHtM,www.dmwmedia.com,1402742727102,dmwmedia
281055,president barack obama issue statement passing ruby dee,http://www.broadwayworld.com/bwwtv/article/President-Barack-Obama-Issues-Statement-on-Passing-of-RUBY-DEE-20140613,Broadway World,e,duy-eYWM3GLFeSMMy0nIYRevb4tbM,www.broadwayworld.com,1402688453625,broadwayworld
232169,vicious hunter researcher discover specie praying mantis,http://www.sciencerecorder.com/news/a-viscous-hunter-researchers-discover-a-new-species-of-praying-mantis/,Science Recorder,t,dUAOdbuZZP40UOMHcaNfJAAUc9R9M,www.sciencerecorder.com,1400695171282,sciencerecorder
171813,wooden macbook cutting board ensures veggie cut perfection,http://www.designntrend.com/articles/13219/20140428/wooden-macbook-cutting-board-ensures-veggies-cut-perfection.htm,Design \& Trend,t,dtMDUKMEz5MBFmMjnNzRJ36m2b7KM,www.designntrend.com,1398851298631,designntrend
311105,rpt fitch revise c energy outlook negative affirmed aa,http://in.reuters.com/article/2014/06/24/fitch-revises-cs-energys-outlook-to-nega-idINFit70548120140624,Reuters,b,d3tIMfB2mg-9MZM4G_jGTEiRVl3jM,in.reuters.com,1403633890464,in reuters
363938,j lo versace lead paris haute couture revival wboc tv 16 delmarvas news,http://www.wboc.com/story/25950076/versace-leads-paris-haute-couture-revival,WBOC TV 16,e,dAStnPD5pvVTlqMnNB7xLHtGU1PNM,www.wboc.com,1404706320906,wboc
253744,app man apple got sleeve,http://www.pe.com/articles/apple-695184-hardware-mobile.html,Press-Enterprise,t,d-P_cCc8esopZ4MqC6BMz6kWQhOMM,www.pe.com,1401165754613,pe
323983,android l apps available download testing xda,http://androidcommunity.com/android-l-apps-available-for-download-and-testing-at-xda-20140627/,Android Community,t,dubwcJArLL_qAKML5LGPLiunKzNLM,androidcommunity.com,1403863792699,androidcommunity
193240,australian carrier push samsung galaxy note 2 android 4 4 kitkat o,http://au.ibtimes.com/articles/551419/20140507/samsung-galaxy-note-2-android-4-kitkat.htm,International Business Times AU,t,d1bKoXOZNtIQvpMwup3Y5fp1Uf3pM,au.ibtimes.com,1399564139380,au ibtimes
397519,google seek human guinea pig health project,http://time.com/3045429/google-baseline-study-human-health/,TIME,m,dSOO8u_MREIQXTM8wQZwMEHoW2KLM,time.com,1406668852618,time
287457,photo kardashians share kimye wedding pic,http://www.wiba.com/articles/entertainment-news-104658/photos-kardashians-share-new-kimye-wedding-12455786,WIBA-AM,e,d3AuCSuOO1axo4Mmyf9jkw7_OjW-M,www.wiba.com,1402810356430,wiba
389041,marvel announces african american character take captain america,http://www.tribtown.com/view/story/6b43b85a67c7479a9f836020f3b45c1e/US--Comics-Captain-America,The Tribune,e,dzmA5OPJFaopvFMLd2xtaTTn5unoM,www.tribtown.com,1405642684727,tribtown
350568,graco recall infant car seat brings child safety awareness,http://www.wics.com/news/top-stories/stories/vid_17935.shtml,WICS-TV,t,drUaIay57V0FclMmEmtnsIBF_TgoM,www.wics.com,1404389830115,wics
286409,ignition switch problem force gm recall,http://www.geelongadvertiser.com.au/business/ignition-switch-problem-forces-gm-recall/story-fnjbnvtc-1226953986893,Geelong Advertiser,t,doxjYfQGF56mdyMJBdXtT_jHn9SvM,www.geelongadvertiser.com.au,1402804745764,geelongadvertiser com
359480,calif chicken sold southeast idaho linked salmonella recalled,http://www.idahostatejournal.com/news/local/calif-chicken-sold-in-southeast-idaho-linked-to-salmonella-recalled/article_b9ca4ba6-0404-11e4-af6d-001a4bcf887a.html,Idaho State Journal,m,d-4l9hcWA3SaeKMFCbiLIbZkKLg8M,www.idahostatejournal.com,1404539336481,idahostatejournal
51446,dish directv share rise merger talk,http://www.mantecabulletin.com/section/142/article/101640/,Manteca Bulletin,b,dU8TIvEzmJm_xcMCTPS8N_sJqYiCM,www.mantecabulletin.com,1395950699849,mantecabulletin
59193,teenage mutant ninja turtle look creepy hell first trailer,http://www.belfasttelegraph.co.uk/entertainment/film-tv/news/teenage-mutant-ninja-turtles-look-creepy-as-hell-in-first-trailer-30134020.html,Belfast Telegraph,e,dnAKp5j2wey5z-Mt1LhBIWZE3nANM,www.belfasttelegraph.co.uk,1396021506686,belfasttelegraph co
297276,investor seek clue fed rate increase,http://www.sanluisobispo.com/2014/06/17/3116091/investors-to-seek-clues-from-fed.html\?sp=/99/102/,The San Luis Obispo Tribune,b,d9Lmg8dfOPr-9uM0aWP-tSyD8uFpM,www.sanluisobispo.com,1403067489216,sanluisobispo
407653,facebook internet org creates app offer limited internet zambia,http://www.bizjournals.com/sanjose/news/2014/07/31/facebooks-internet-org-creates-app-to-offer.html,Silicon Valley Business Journal,t,dPPIEZ5CGljA-oMirafR4w4W0jCAM,www.bizjournals.com,1406868296837,bizjournals
391702,amazon unveils kindle unlimited,http://fansided.com/2014/07/18/amazon-unveils-kindle-unlimited/,FanSided \(blog\),t,du2zsSuMpaJTcGMjXmCJnpanJ_pGM,fansided.com,1405706995331,fansided
372394,ifixit tear samsung gear live lg g watch fairly easy repair,http://androidandme.com/2014/07/news/ifixit-tears-down-samsung-gear-live-and-lg-g-watch-both-fairly-easy-to-repair/,androidandme.com,t,d1HQoR2Bm8txuCMHSL_AkU1JZmCDM,androidandme.com,1404906646530,androidandme
353401,rate policy limitation combating risk taking,http://www.omantribune.com/index.php\?page=news&amp;id=170851&amp;heading=Business,Oman Tribune,b,dquyGuuk8d_-yFMirT8LyXGDFNfjM,www.omantribune.com,1404451273338,omantribune
213136,j c penney bull jcp,http://seekingalpha.com/article/2222113-j-c-penney-have-the-bulls-won,Seeking Alpha,b,ddjUIDjB840OthMTLYk20MpKZ8CWM,seekingalpha.com,1400380009705,seekingalpha
298824,claiming cosmetic disguise dmv made teen remove makeup,http://www.takepart.com/article/2014/06/17/dmv-made-teen-boy-remove-makeup-drivers-license-photo,TakePart,t,dUJpJvAeu22PFaMqgpTM6x-wXaUsM,www.takepart.com,1403078608971,takepart
102878,danger heartbleed vulnerability exaggerated,http://news.en.softonic.com/heartbeat-bug-exaggeration,Softonic EN,t,dJHD09sJvvqCsyMH94QpAwyj2SMrM,news.en.softonic.com,1397295508655,news en softonic
213793,data point apple sued patent 2013,http://blogs.wsj.com/digits/2014/05/16/apple-was-sued-the-most-over-patents-in-2013/,Wall Street Journal \(blog\),t,d_TPCK7BiHMWTPM5FlTIWSFjnBdDM,blogs.wsj.com,1400385481609,blogs wsj
221268,jill abramson speaks wake forest first public appearance since fired,http://www.upi.com/Top_News/US/2014/05/19/Jill-Abramson-speaks-at-Wake-Forest-first-public-appearance-since-being-fired-from-Times/2191400510511/,UPI.com,e,dlYOGxDR6bTpKhMkEbgySj__samNM,www.upi.com,1400520025370,upi
561,sbarro pizza chain file second bankruptcy three year,http://www.washingtontimes.com/news/2014/mar/10/sbarro-pizza-chain-files-second-bankruptcy-three-y/,Washington Times,b,dKtO7lhuRoSQrcML_ZKdUpeniexeM,www.washingtontimes.com,1394483911795,washingtontimes
17168,scientist make key big bang discovery,http://www.ktrh.com/articles/national-news-104668/scientists-make-key-big-bang-discovery-12165571,KTRH,t,dvCeISdqhvcdTiMdflPzCENPpslIM,www.ktrh.com,1395159549334,ktrh
30447,google move gmail http connection encrypts data,http://www.techspot.com/news/56075-google-moves-gmail-to-https-only-connection-and-encrypts-all-data-between-data-centers.html,TechSpot,t,dk7VSPlGN26BLJMjGLk2m1oaL1t7M,www.techspot.com,1395509414966,techspot
417023,emmy past winner trump show breaking bad take bow,http://peconicpublicbroadcasting.org/post/emmys-past-winners-trump-new-shows-and-breaking-bad-takes-bow,WPPB,e,d2LxWS4xyQOBC5MAGGJIvys2PitlM,peconicpublicbroadcasting.org,1409032773367,peconicpublicbroadcasting
249087,orphan black recap season 2 episode 6 hound nature wandering,http://www.slantmagazine.com/house/2014/24/orphan-black-recap-season-2-episode-6-to-hound-nature-in-her-wanderings,slantmagazine,e,dwtJ1YHfwjW9NrMtOUjJ5nOylzE0M,www.slantmagazine.com,1400993136274,slantmagazine
56093,cdc effort needed fight hospital infection,http://www.medicalnewstoday.com/articles/274609.php,Medical News Today,m,dJeEdzUEmfxkGkMQul8hSioONQukM,www.medicalnewstoday.com,1395970228127,medicalnewstoday
362940,rescuer move closer trapped honduran miner,http://www.laprensasa.com/309_america-in-english/2614049_rescuers-move-closer-to-trapped-honduran-miners.html,La prensa,b,dl7p48SeUONDwjMB8AT2GT-E99juM,www.laprensasa.com,1404695333683,laprensasa
145028,elon musk spacex plan recover refly first rocket stage 2015,http://nextbigfuture.com/2014/04/elon-musk-and-spacex-plan-to-recover.html,Next Big Future,t,dLAs2l_oiCmXqWMS_l_-qUF8g1jiM,nextbigfuture.com,1398108414257,nextbigfuture
305683,world stock market expect second half,http://www.nationmultimedia.com/business/World-stock-markets-What-to-expect-in-the-second-h-30236584.html,The Nation,b,d6SniOtMjheNdUM97kDbkWrE9OiLM,www.nationmultimedia.com,1403190178937,nationmultimedia
342149,shia labeouf headed rehab,http://www.thefrisky.com/2014-07-01/is-shia-labeouf-headed-for-rehab/,The Frisky,e,d4rtnArYknrKtrMZe-KailzfLC6xM,www.thefrisky.com,1404247110736,thefrisky
250917,launch trailer released watch dog,http://www.411mania.com/games/news/323573,411mania.com,t,dI3ujr1xX69E30MITS-f0QU5KM_fM,www.411mania.com,1401102809420,411mania
252555,china scrap polluting vehicle air cleanup,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=220592,Shanghai Daily \(subscription\),b,dg3RKVlHdZYD9_Mcdmt9DPcb-mAmM,www.shanghaidaily.com,1401157677145,shanghaidaily
369930,madonna dismissed jury duty,http://thecelebritycafe.com/feature/2014/07/madonna-dismissed-jury-duty,TheCelebrityCafe.com,e,dAPtMWOnm3wh6zMUIE4Z_c2BjOZYM,thecelebritycafe.com,1404843689359,thecelebritycafe
131444,x men director bryan singer accused horrifying sex abuse,http://www.sheknows.com/entertainment/articles/1035153/x-men-director-bryan-singer-accused-of-horrifying-sex-abuse,SheKnows.com,e,dD2SKRjEC3OpoSMBZ2YngvPPLyq8M,www.sheknows.com,1397779474912,sheknows
196973,nab result glance,http://www.bankingday.com/nl06_news_selected.php\?act=2&amp;stream=1&amp;selkey=16565&amp;hlc=2&amp;hlw=,Banking Day \(registration\),b,dBD1pQ5gjbMGZHMP-h534ccjeVMTM,www.bankingday.com,1399626632644,bankingday
60606,bmw x7 officially going huge thing south carolina,http://jalopnik.com/the-bmw-x7-is-officially-going-to-be-a-huge-thing-from-1553784775,Jalopnik,b,dGen-fF8lobMZgMNfBMbYBMvedEtM,jalopnik.com,1396068583010,jalopnik
18171,k sale tracking firm titanfall give colossal boost xbox one,http://venturebeat.com/2014/03/17/u-k-sales-tracking-firm-titanfall-gives-a-colossal-boost-to-xbox-one/,VentureBeat,t,doObUXZT2Ya2BYMPxR-731oH-kj-M,venturebeat.com,1395162381590,venturebeat
247105,movie review x men bring back thrill day future past,http://www.recordonline.com/apps/pbcs.dll/article\?AID=/20140523/ENTERTAIN/405230353/-1/ENTERTAIN08,Times Herald-Record,e,dAyc__u78xuUUQMa38ERGmUdIVyqM,www.recordonline.com,1400936767952,recordonline
87346,exceptional quarter currency trade way,http://www.thenational.ae/business/markets/exceptional-quarter-for-currency-trade-with-more-on-the-way,The National,b,dAJiWZYlwfFRjWM0gTmrVXJeyIawM,www.thenational.ae,1396928579066,thenational
266288,nypd begin carrying drug reverse heroin overdoses,http://www.theverge.com/2014/5/28/5757126/nypd-will-begin-carrying-narcan-kits-to-reverse-heroin-overdoses,The Verge,m,dsaQaZhIZc0PKGMMi5HAegDl5wKMM,www.theverge.com,1401370745347,theverge
418859,sin city dame kill actress jessica alba honest company,http://www.fashionnstyle.com/articles/24690/20140827/sin-city-a-dame-to-kill-for-actress-jessica-albas-the-honest-company-valued-at-nearly-1-billion-in-only-two-years.htm,Fashion \& Style,b,d0f8zdyvksyB6zMEGb1w9OxBcQzUM,www.fashionnstyle.com,1409200537751,fashionnstyle
106872,papyrus alluding jesus wife proven authentic,http://blogs.discovermagazine.com/d-brief/2014/04/11/fragment-alluding-to-jesuss-wife-isnt-a-forgery/,Discover Magazine \(blog\),e,dAOkprKOK4c5rgMJqz4T-0_GUcqGM,blogs.discovermagazine.com,1397353874832,blogs discovermagazine
191893,floridian paying home cash,http://www.wptv.com/news/state/more-floridians-paying-for-homes-in-cash,WPTV,b,dTRAmaqDUeiuxBMfubaqA3mL2eGTM,www.wptv.com,1399557272578,wptv
328977,divorce drama result heavier looking lamar odom,http://www.eurweb.com/2014/06/divorce-drama-results-in-heavier-looking-lamar-odom/,Eurweb.com,e,ddRl7X5gZJOOyPM1cu8Ff2F6Wp9sM,www.eurweb.com,1403935939847,eurweb
358832,trailer park 7 4 edition tammy earth echo reach top box,http://thecelebritycafe.com/feature/2014/07/trailer-park-74-edition-tammy-and-earth-echo-reach-top-box-office,TheCelebrityCafe.com,e,dzh5hmmniz_0JGM2oZ_e6BR4LblmM,thecelebritycafe.com,1404534365561,thecelebritycafe
397957,fist bump spread fewer germ handshake study find,http://www.thespec.com/living-story/4724720-fist-bumps-spread-fewer-germs-than-handshakes-study-finds/,Hamilton Spectator,m,dGdAph8pXgcp7SM8iX3Nle31IuGrM,www.thespec.com,1406671681772,thespec
334634,linn energy acquire 2 3 billion devon asset,http://www.benzinga.com/news/14/06/4670493/linn-energy-to-acquire-2-3-billion-in-devon-assets,Benzinga,b,d--2ViHBj27LFNMHCePQDgJyCBjzM,www.benzinga.com,1404148887068,benzinga
337497,jennifer hudson 2014 bet award outfit leather perfection,http://www.huffingtonpost.ca/2014/06/30/jennifer-hudson-bet-awards-2014_n_5543419.html,Huffington Post Canada,e,dXmi1stqVMIkBRMBNSG99GmsJnjnM,www.huffingtonpost.ca,1404167458899,huffingtonpost
157745,bachelorette producer contestant eric hill death inspired u every day,http://www.zap2it.com/blogs/bachelorette_producers_on_contestant_eric_hills_death_he_inspired_us_every_day_with_his_passion_his-2014-04,Zap2it.com \(blog\),e,dlJ3SJiMMmfj8zMOnrmVM6O-U3rbM,www.zap2it.com,1398345185652,zap2it
181781,wickedness global warming alarmism,http://blog.acton.org/archives/68590-wickedness-global-warming-alarmism.html,Acton Institute \(blog\),t,d30DUKFQH9N6rMMBTnG-IPyn5nfKM,blog.acton.org,1399376481190,blog acton
233127,star war director offer lucky fan cameo role upcoming film,http://www.independent.ie/entertainment/movies/star-wars-director-to-offer-lucky-fan-a-cameo-role-for-upcoming-film-30293891.html,Irish Independent,e,dSY4Ahs2UF6WTuM81IETcs7oDycmM,www.independent.ie,1400702370551,independent
205758,neighbor beat spider man 2 topping weekend box office,http://www.eastidahonews.com/2014/05/neighbors-beats-out-spider-man-2-topping-weekend-box-office/,East Idaho News,e,dcFQ_xvmE3-VpcM8saWye0hrLglFM,www.eastidahonews.com,1399916841923,eastidahonews
157422,joan river mock ariel castro kidnapping compare living space,http://www.ibtimes.com/joan-rivers-mocks-ariel-castro-kidnappings-compares-living-space-women-cleveland-basement-1575317,International Business Times,e,dWtomO6SLoKF4SMLftXgduBBtenrM,www.ibtimes.com,1398343200450,ibtimes
49045,win simon carter queue zoo shirt noah,http://www.holymoly.com/film-dvd/competitions/win-simon-carter-queue-zoo-shirt-noah68896,Holy Moly\!,e,dtWuGpcG1wq8wVMInm8hRU3o3koMM,www.holymoly.com,1395885566516,holymoly
